;0;1;2;3
0;;0.058226713072115556;;0.09955268144390517
1;;0.07799255272478252;0.032473439856765964;0.03457903780068729
2;;0.024967196698952022;0.05412880699983173;0.0
3;;;;
4;;0.05723107213173439;0.0;0.12640413984601792
5;;0.08695652173913043;0.049391553328561204;0.24277347440015112
6;;0.2065934065934066;0.16470588235294117;0.5
7;;;;
8;;0.3213969938107869;0.5;0.3753101736972705
9;;0.20491202346041054;0.3850877192982456;
10;0.06178821060470154;0.0;;0.12710260723296887
11;0.046032059510878506;0.2333937986940581;0.05721051704243464;0.03938565092096661
12;0.018285106066981853;0.0;0.08804137039431158;0.0
13;;;;
14;0.06780167264038231;0.050041910340774425;0.0;0.11601402688486265
15;0.1590277777777778;0.044979401094509014;0.0625;0.196481757259866
16;0.24468085106382978;0.13381410256410256;0.06395348837209303;0.2849462365591398
17;0.5;0.18412908930150312;0.18888888888888888;0.24
18;0.43264693264693266;0.22316017316017317;0.29621993127147767;0.18913730803974704
19;0.2694940476190476;0.24489795918367346;0.24525963149078728;
20;;;;
21;0.09472597298201825;0.4640500011515349;0.0;0.0
22;;;;
23;0.0;0.020478521594334255;0.0;0.0397008197736335
24;0.06046559907223801;;0.02117816160036645;
25;0.08018867924528301;0.07644927536231884;0.03415110119877335;0.12835483870967743
26;0.17171656204732014;0.10244523225161349;0.08296783625730994;0.20167169431875315
27;0.2662337662337662;0.19114219114219116;0.12549561456205696;0.23015873015873017
28;0.2692378838327784;0.198300145701797;0.20921052631578946;0.28227717474392294
29;0.2912298155659294;0.23366120218579237;0.23300536672629696;
30;0.0;0.020720828978638913;;0.014247008993891289
31;0.007737845192397232;0.023614576212925155;0.011923475845770018;0.018611031454957377
32;0.0;0.028376346780255576;0.016410695344457306;0.02613939552634309
33;0.021057198694832316;0.03763451970914658;0.012983241887263606;0.03288978101542907
34;0.031098847175931532;0.05715973003374578;0.020671750545691966;0.07321836359585607
35;0.07454780361757106;0.085537850660066;0.04555014121725638;0.09581171237954039
36;0.10210920559826532;0.0936055469953775;0.07997925769010106;0.16187188339087072
37;0.19318751043579896;0.14049529607083563;0.09912280701754386;0.2286231884057971
38;0.24434035909445745;0.1495694022289767;0.18075256107171;0.17222222222222222
39;0.22525044952478807;0.15183281945871874;0.19048742138364783;
40;0.013380057555443355;0.03216262948902249;;0.021145522293101692
41;0.016347935903573377;0.03308179676711884;0.017668029778756422;0.03040116525154399
42;0.017819018511271715;0.04784030980839492;0.022189952762797165;0.036443388330942135
43;0.021340383075824865;0.06685718838046813;0.02653858659993949;0.05434692894972144
44;0.040095238095238094;0.08129975649407283;0.0401254557003977;0.09184579439252337
45;0.07450292751257168;0.10593093329967818;0.06462506344142138;0.12964026383156857
46;0.12317451624680541;0.12887067395264115;0.09294484025630685;0.13212391057218645
47;0.1387733887733888;0.08292624806386274;0.11607142857142858;0.14855072463768115
48;0.1759963768115942;0.12164521712952511;0.10074744295830056;0.12179729900290294
49;0.1589506172839506;0.126000126000126;0.10873600322808433;
50;0.022393845383612398;0.05531690638294615;;0.034258997220118825
51;0.020399913744247024;0.060345346817453425;0.031770545919417956;0.045229252343610304
52;0.02498782217053552;0.08869594618407373;0.038851631064745824;0.0598839028582249
53;0.03755293858964268;0.134426282546921;0.04409245542500061;0.09073127472827323
54;0.05729604591226833;0.16345047480418662;0.06806371534506439;0.11318426117370864
55;0.0749488047738605;0.17005114320096268;0.07255021715526602;0.11618376749955697
56;0.08993841210336057;0.11510076964709982;0.09191354438958274;0.1330468859925687
57;0.09738965952080705;0.1401559454191033;0.09526490776490776;0.12061403508771928
58;0.12023103815169478;0.10977901142308102;0.08753187149413565;0.09339362081254454
59;0.12299385589275741;0.09972596576617108;0.09939353099730458;
60;0.0371639618550281;0.1040983606557377;;0.057328148885436726
61;0.030026481851174895;0.11200632193449177;0.058140676735255664;0.08318200161420501
62;0.04506692372487385;0.1664359965767359;0.06440799918595118;0.13505401656732033
63;0.06935735175394783;0.2781324965750479;0.10958219609489817;0.1367755151223039
64;0.0970372812863938;0.2418957472842197;0.12269373375957618;0.1547136136210888
65;0.1035041574749703;0.2300783461498427;0.17331392909586743;0.14158866240923804
66;0.09790976084157466;0.16096431179262502;0.15455680148618534;0.12770465946113668
67;0.09451364781158533;0.1397862979258328;0.12097381935916043;0.1237822289409591
68;0.09059184812953656;0.11166423830338351;0.08885972183844523;0.11924878869178714
69;0.09880765259481891;0.12927786499215072;0.0932784172120665;
70;0.06382785123134575;0.17928783173348392;;0.1409353515757947
71;0.05520918875265733;0.222888438527534;0.1210580252230147;0.17075210645773092
72;0.08719498526182708;0.3306466517125262;0.13306955807934176;0.277067911910011
73;0.14831630420795264;0.4125422901189355;0.17122539776114198;0.2442250208786544
74;0.17194444444444446;0.3538310226907376;0.2333911061238873;0.19508217695929952
75;0.14899045386850265;0.28723392287241917;0.25654588881841;0.20859208365578816
76;0.13015788711312828;0.2674449096219403;0.20541491688346603;0.1471313312415957
77;0.0946884520528072;0.1643972843374638;0.17587751028818685;0.1228206150257614
78;0.0786764048959171;0.1280131388371612;0.15937500000000002;0.0958460754332314
79;0.0793631502187652;0.10631331850753645;0.13260321100917433;
80;0.13540799875182025;0.24131876671986408;;0.19946219740283946
81;0.10714367081365082;0.27240421544702886;0.2032835156743006;0.3422067387067874
82;0.2203324451600742;0.4064111004169393;0.25730276865194845;0.3875657385099745
83;0.23845894931563882;0.497397690214015;0.33000308984753846;0.3348957570431131
84;0.20788245597795516;0.421534730244299;0.38587859618593906;0.32055321000842135
85;0.22916389182290972;0.32227445333548155;0.3327696577529736;0.250185642137306
86;0.19931121646457567;0.2329761273209549;0.2969078344163055;0.16815450947130337
87;0.11343103216772486;0.14015554963830826;0.20173029154691963;0.07908028367392325
88;0.11139209488103115;0.05909412065362818;0.09265022601945425;0.10632619608646654
89;0.09471815834767643;0.10454545454545455;0.08676867686768677;
90;0.2004061407532784;;;0.31342721272354834
91;0.23461059802187725;;0.27074399931664817;0.4145264778201751
92;0.3562617755579034;;0.34402573082066534;0.5011844655547846
93;0.0017690575747828885;;0.0012807404617123177;0.001627372822873858
94;0.3316966093419521;;0.4979242547559217;0.3335117813862997
95;0.28610615841184095;;0.38752489130808615;0.2689427923481521
96;0.18967510656186862;;0.34428901693561875;0.19136587005053848
97;0.11340956634816532;;0.21020541382079105;0.0701425216093759
98;0.057029420473203946;;0.10390598844994978;0.056543732786147716
99;0.07865677983667041;;0.09994997406062403;
