;0;1;2;3
0;;0.0013333333333333333;;0.0016835016835016834
1;;0.006762468300929839;0.0013003901170351106;0.0
2;;0.0022271714922048997;0.007067137809187279;0.0
3;;;;
4;;0.019867549668874173;0.0;0.007194244604316547
5;;0.0;0.007874015748031496;0.029850746268656716
6;;0.02857142857142857;0.029411764705882353;0.0
7;;;;
8;;0.20689655172413793;0.0;0.0967741935483871
9;;0.022727272727272728;0.07017543859649122;
10;0.0017391304347826088;0.0;;0.004205214465937763
11;0.0035087719298245615;0.013409485969704494;0.0030432136335970784;0.009271523178807948
12;0.008450704225352112;0.0;0.013186813186813187;0.0
13;;;;
14;0.00967741935483871;0.007832898172323759;0.0;0.022988505747126436
15;0.0125;0.02158273381294964;0.0;0.02531645569620253
16;0.0;0.038461538461538464;0.0;0.0
17;0.0;0.11538461538461539;0.0;0.0
18;0.13513513513513514;0.06060606060606061;0.06666666666666667;0.018518518518518517
19;0.02857142857142857;0.061224489795918366;0.05333333333333334;
20;;;;
21;0.009627384560527722;0.020727126375100616;0.0;0.0
22;;;;
23;0.0;0.03138766519823789;0.0;0.015503875968992248
24;0.010501750291715286;;0.014073494917904612;
25;0.0;0.08333333333333333;0.009478672985781991;0.08870967741935484
26;0.013157894736842105;0.07017543859649122;0.04093567251461988;0.09615384615384616
27;0.0;0.15151515151515152;0.024390243902439025;0.10476190476190476
28;0.0196078431372549;0.16901408450704225;0.05;0.10483870967741936
29;0.0684931506849315;0.10666666666666667;0.08139534883720931;
30;0.0;0.03853468121309178;;0.02547742673589721
31;0.011189976099080177;0.04003490782153376;0.022448350292938637;0.02592262788166617
32;0.0;0.04535204209471311;0.02384968606503608;0.03334591669812508
33;0.018653986832479885;0.06926903941829315;0.021488871834228703;0.04279105628373169
34;0.0129366106080207;0.09857142857142857;0.03128313891834571;0.07313829787234043
35;0.044444444444444446;0.132013201320132;0.06386292834890965;0.07894736842105263
36;0.011235955056179775;0.13636363636363635;0.0695970695970696;0.12121212121212122
37;0.09433962264150944;0.17307692307692307;0.06666666666666667;0.17391304347826086
38;0.09523809523809523;0.12056737588652482;0.12037037037037036;0.13675213675213677
39;0.07058823529411765;0.12380952380952381;0.12264150943396226;
40;0.023398770573071586;0.06151231945624469;;0.036281429201588
41;0.02498531427452516;0.06462513199577613;0.035336059557512844;0.05434029496189251
