;0;1;2;3
0;;0.0;;0.0
1;;0.0;0.0;0.0
2;;0.0;0.0;0.0
3;;;;
4;;0.0945945945945946;0.0;0.24561403508771928
5;;0.17391304347826086;0.09090909090909091;0.45569620253164556
6;;0.38461538461538464;0.3;1.0
7;;;;
8;;0.4358974358974359;1.0;0.6538461538461539
9;;0.3870967741935484;0.7;
10;0.0;0.0;;0.0
11;0.0;0.0;0.0;0.0
12;0.0;0.0;0.0;0.0
13;;;;
14;0.1259259259259259;0.09225092250922509;0.0;0.20903954802259886
15;0.3055555555555556;0.06837606837606838;0.125;0.36764705882352944
16;0.48936170212765956;0.22916666666666666;0.12790697674418605;0.5698924731182796
17;1.0;0.25287356321839083;0.37777777777777777;0.48
18;0.7301587301587301;0.38571428571428573;0.5257731958762887;0.3597560975609756
19;0.5104166666666666;0.42857142857142855;0.4371859296482412;
20;;;;
21;0.0;0.008595988538681949;0.0;0.0
22;;;;
23;0.0;0.009569377990430622;0.0;0.06389776357827476
24;0.11042944785276074;;0.028282828282828285;
25;0.16037735849056603;0.06956521739130435;0.058823529411764705;0.168
26;0.3302752293577982;0.13471502590673576;0.125;0.30718954248366015
27;0.5324675324675324;0.23076923076923078;0.22660098522167488;0.35555555555555557
28;0.5188679245283019;0.22758620689655173;0.3684210526315789;0.4597156398104265
29;0.5139664804469274;0.36065573770491804;0.38461538461538464;
30;0.0;0.0029069767441860465;;0.0030165912518853697
31;0.004285714285714286;0.007194244604316547;0.0013986013986013986;0.011299435028248588
32;0.0;0.011400651465798045;0.008971704623878536;0.0189328743545611
33;0.02346041055718475;0.006;0.004477611940298508;0.022988505747126436
34;0.04926108374384237;0.015748031496062992;0.01006036217303823;0.07329842931937172
35;0.10465116279069768;0.0390625;0.027237354085603113;0.11267605633802817
36;0.19298245614035087;0.05084745762711865;0.09036144578313253;0.20253164556962025
37;0.2920353982300885;0.1079136690647482;0.13157894736842105;0.2833333333333333
38;0.39344262295081966;0.17857142857142858;0.24113475177304963;0.2076923076923077
39;0.3799126637554585;0.17985611510791366;0.25833333333333336;
40;0.0033613445378151263;0.0028129395218002813;;0.006009615384615385
41;0.00771055753262159;0.0015384615384615385;0.0;0.006462035541195477
42;0.010238907849829351;0.005050505050505051;0.003964321110009911;0.006097560975609756
43;0.006420545746388443;0.0029515938606847697;0.004160887656033287;0.01791044776119403
44;0.03333333333333333;0.011329305135951661;0.0046875;0.04
45;0.05278592375366569;0.02122641509433962;0.02045728038507822;0.07933194154488518
